CD_EQUI;CD_LOCAL;CD_TEMA;DS_TEMA;CD_TP_EQUIPAMENTO;DS_TP_EQUIPAMENTO;CD_SUBTIPO_EQUIPAMENTO;DS_SUBTIPO_EQUIPAMENTO;CD_DEP_ADMINISTRATIVA;DS_DEP_ADMINISTRATIVA;NM_EQUI;NM_ABREV_EQUI;CD_FONTE;FONTE_FONTE;CD_RUA;NM_RUA;CD_RUANAOOFICIAL;NM_RUANAOOFICIAL;NUMERO_EQUI;COMPLEMENTO_EQUI;CD_BAIRRO;NM_BAIRRO;QUADRICULA_BQ;CD_REGIONAL;NM_REGIONAL;LAT_SIRGAS;LON_SIRGAS;FUNCIONAMENTO_MANHA_EQUI;FUNCIONAMENTO_TARDE_EQUI;FUNCIONAMENTO_NOITE_EQUI;FUNCIONAMENTO_24HRS_EQUI;TELEFONE_EQUI;RAMAL_EQUI;EMAIL_EQUI;SITE_EQUI;FAX_EQUI
5467;;21;SEGURANÄA;72;N£cleo Regional - Defesa Social;1;Regional Administrativa;3;P£blico Municipal;CIC;CIC;125;Secretaria Municipal de Defesa Social;W541;R. MANOEL VALDOMIRO DE MACEDO;;;2460;;75;CIDADE INDUSTRIAL;S8;9;CIC;-255.144.629.148.445;-493.196.734.272.795;0;0;0;0;3212-1562;;;;
5469;;21;SEGURANÄA;113;M¢dulo da Guarda Municipal;1;Posto de Atendimento;3;P£blico Municipal;PORT«O;II, Port∆o;125;Secretaria Municipal de Defesa Social;W109A;R. ORLANDO PADILHA DOS SANTOS;;;3;Praáa Tito Schier.;27;PORT«O;P10;2;Port∆o;-254.791.523.426.602;-492.937.359.828.719;0;0;0;0;33465988;;;;
5470;;21;SEGURANÄA;113;M¢dulo da Guarda Municipal;1;Posto de Atendimento;3;P£blico Municipal;LARGO DA ORDEM;III, Largo da Ordem;125;Secretaria Municipal de Defesa Social;C018J;TRAV. NESTOR DE CASTRO;;;113;Largo da Ordem;2;S«O FRANCISCO;;1;Matriz;-254.279.025.512.009;-492.719.506.465.061;0;0;0;0;33041779;;;;
5468;;21;SEGURANÄA;113;M¢dulo da Guarda Municipal;1;Posto de Atendimento;3;P£blico Municipal;PRAÄA RUI BARBOSA;I, Praáa Rui Barbosa;125;Secretaria Municipal de Defesa Social;C995;PÄ. RUI BARBOSA;;;102;Na praáa.;1;CENTRO;K12;1;Matriz;-254.355.132.875.074;-492.721.414.604.167;0;0;0;0;33322232;;;;
5477;;21;SEGURANÄA;113;M¢dulo da Guarda Municipal;1;Posto de Atendimento;3;P£blico Municipal;JARDIM BOT∂NICO;Jardim BotÉnico;125;Secretaria Municipal de Defesa Social;S050F;AV. PREF. LOTHµRIO MEISSNER;;;100;No Jardim BotÉnico. Transversal a Rua Engenheiro Ostoja Roguski.;7;JARDIM BOT∂NICO;L15;1;Matriz;-254.417.905.032.169;-492.383.313.762.417;0;0;0;0;32182611;;;;
5472;;21;SEGURANÄA;113;M¢dulo da Guarda Municipal;1;Posto de Atendimento;3;P£blico Municipal;PARQUE BARIGU÷;IV, Parque Barigui;125;Secretaria Municipal de Defesa Social;N801;AV. C∂NDIDO HARTMANN;;;2500;Parque Barigu°;47;CASCATINHA;H8;5;Santa Felicidade;-25.422.881.605.837;-493.080.577.411.598;0;0;0;0;33347024;;;;
5474;;21;SEGURANÄA;113;M¢dulo da Guarda Municipal;1;Posto de Atendimento;3;P£blico Municipal;PARQUE PASSAÈNA;VI, Parque Passa£na;125;Secretaria Municipal de Defesa Social;W797;R. ∂NGELO MARQUETO;;;2528;No Pq Passa£na.;68;AUGUSTA;N3;9;CIC;-254.811.302.541.576;-493.799.692.885.848;0;0;0;0;32858276;;;;
5475;;21;SEGURANÄA;113;M¢dulo da Guarda Municipal;1;Posto de Atendimento;3;P£blico Municipal;PARQUE NµUTICO;VI, Parque N†utico;125;Secretaria Municipal de Defesa Social;S026;AV. MAL. FLORIANO PEIXOTO;;;0;No Parque N†utico;56;BOQUEIR«O;;6;Boqueir∆o;-255.251.482.301.282;-492.227.803.355.389;0;0;0;0;33444932;;;;
5476;;21;SEGURANÄA;113;M¢dulo da Guarda Municipal;1;Posto de Atendimento;3;P£blico Municipal;ZOOL‡GICO;VIII, Zool¢gico;125;Secretaria Municipal de Defesa Social;S685;R. JO«O MIQUELETTO;;;0;No Zool¢gico.;64;ALTO BOQUEIR«O;W15;6;Boqueir∆o;-255.597.406.455.797;-49.231.451.992.705;0;0;0;0;33784650;;;;
5480;;21;SEGURANÄA;113;M¢dulo da Guarda Municipal;1;Posto de Atendimento;3;P£blico Municipal;PARQUE TINGU÷;XII, Parque Tingu°;125;Secretaria Municipal de Defesa Social;N441;AV. FREDOLIN WOLF;;;1805;Transversal a Rua Melchiades Silveira do Valle.;48;S«O JO«O;;5;Santa Felicidade;-253.881.544.274.056;-49.305.070.484.163;0;0;0;0;32354367;;;;
5481;;21;SEGURANÄA;113;M¢dulo da Guarda Municipal;1;Posto de Atendimento;3;P£blico Municipal;PARQUE FAZENDINHA;XIII, Parque Fazendinha;125;Secretaria Municipal de Defesa Social;W601;R. CARLOS KLEMTZ;;;523;No Bosque Fazendinha.;42;FAZENDINHA;O6;2;Port∆o;-254.754.996.528.801;-49.322.284.316.328;0;0;0;0;33473137;;;;
5482;;21;SEGURANÄA;113;M¢dulo da Guarda Municipal;1;Posto de Atendimento;3;P£blico Municipal;PARQUE TANGUµ;XIV, Parque Tangu†;125;Secretaria Municipal de Defesa Social;N343B;R. OSWALDO MACIEL;;;0;Transversal a Rua Lory Lunardon, ao lado do Parque Tangu†.;49;TABO«O;E11;3;Boa Vista;-253.784.876.408.194;-492.809.619.663.336;0;0;0;0;33137108;;;;
5483;;21;SEGURANÄA;113;M¢dulo da Guarda Municipal;1;Posto de Atendimento;3;P£blico Municipal;PRAÄA DO BATEL;XV, Praáa do Batel;125;Secretaria Municipal de Defesa Social;W022E;R. BISPO D. JOSê;;;1963;Praáa Miguel Couto.;10;BATEL;L10;1;Matriz;-254.444.465.344.026;-492.919.347.357.775;0;0;0;0;32441799;;;;
5484;;21;SEGURANÄA;113;M¢dulo da Guarda Municipal;1;Posto de Atendimento;3;P£blico Municipal;PARQUE LAGO AZUL;XVI, Parque Lago Azul;125;Secretaria Municipal de Defesa Social;S379;R. COLOMBA MERLIN;;;721;Transversal a Rua Jose Scroccaro. ( No Parque Lago Azul);72;GANCHINHO;Z13;8;Bairro Novo;-25.574.557.233.391;-492.680.215.341.012;0;0;0;0;32986811;;;;
5485;;21;SEGURANÄA;113;M¢dulo da Guarda Municipal;1;Posto de Atendimento;3;P£blico Municipal;AV WENCESLAU BRAZ;XVII, Av. Wenceslau Braz;125;Secretaria Municipal de Defesa Social;S227;AV. PRES. WENCESLAU BRAZ;;;1559;Esquina com Alexandre Salata,1463.;40;LIND‡IA;O13;2;Port∆o;-254.739.855.774.054;-492.703.947.747.918;0;0;0;0;;;;;
5486;;21;SEGURANÄA;113;M¢dulo da Guarda Municipal;1;Posto de Atendimento;3;P£blico Municipal;PARQUE BACACHERI;XVIII, Parque Bacacheri;125;Secretaria Municipal de Defesa Social;E127;R. FRANZ JOSEF HOCH;;;94;No Parque Bacacheri.;35;BACACHERI;F16;3;Boa Vista;-253.906.700.662.065;-492.308.783.362.287;0;0;0;0;;;;;
5487;;21;SEGURANÄA;113;M¢dulo da Guarda Municipal;1;Posto de Atendimento;3;P£blico Municipal;AV BRAS÷LIA;XIX, Av. Bras°lia;125;Secretaria Municipal de Defesa Social;S150;AV. BRAS÷LIA;;;5931;"PÄ LUIZ F MAINARDES \""PASSARINHO\""";41;NOVO MUNDO;P10;2;Port∆o;-254.944.321.347.573;-492.860.172.588.998;0;0;0;0;;;;;
5488;;21;SEGURANÄA;113;M¢dulo da Guarda Municipal;1;Posto de Atendimento;3;P£blico Municipal;VILA TECNOL‡GICA;XX, Vila Tecnol¢gica;125;Secretaria Municipal de Defesa Social;S471;R. LUPION‡POLIS;;;750;Na Vila Tecnol¢gica.;65;S÷TIO CERCADO;V13;8;Bairro Novo;-2.554.801.316.563;-492.707.696.863.257;0;0;0;0;32986801;;;;
5489;;21;SEGURANÄA;113;M¢dulo da Guarda Municipal;1;Posto de Atendimento;3;P£blico Municipal;PRAÄA PL÷NIO TOURINHO;XXIII, Praáa Pl°nio Tourinho;125;Secretaria Municipal de Defesa Social;S007;R. ENGS. REBOUÄAS;;;845;Na Praáa Pl°nio Tourinho.;7;JARDIM BOT∂NICO;K15;1;Matriz;-254.406.592.268.245;-492.557.510.987.336;0;0;0;0;;;;;
5504;;21;SEGURANÄA;83;Pol°cia Civil;2;Delegacia;2;P£blico Estadual;DELEGACIA DE HOMIC÷DIOS;DH;121;Secretaria Estadual de Seguranáa P£blica;C250;AV. SETE DE SETEMBRO;;;2077;;7;JARDIM BOT∂NICO;;1;Matriz;-254.350.518.515.348;-492.592.181.958.082;0;0;0;0;3360-1400;;;;
5507;;21;SEGURANÄA;83;Pol°cia Civil;2;Delegacia;2;P£blico Estadual;DELEGACIA DE FURTOS E ROUBOS;DRF;121;Secretaria Estadual de Seguranáa P£blica;C200;AV. PRES. AFFONSO CAMARGO;;;2239;;6;CRISTO REI;K15;1;Matriz;-254.383.734.962.885;-492.379.751.360.068;0;0;0;0;3218-6100;;dfr@pc.pr.gov.br;;
5505;;21;SEGURANÄA;83;Pol°cia Civil;2;Delegacia;2;P£blico Estadual;DELEGACIA DE ANTIT‡XICO;DATOX;121;Secretaria Estadual de Seguranáa P£blica;W022E;R. BISPO D. JOSê;;;2006;;10;BATEL;K11;1;Matriz;-254.442.595.523.781;-492.921.281.216.861;0;0;0;0;3342-6713;;datox@pc.pr.gov.br;;
5506;;21;SEGURANÄA;83;Pol°cia Civil;2;Delegacia;2;P£blico Estadual;DELEGACIA DE FURTOS E ROUBOS DE VE÷CULOS;DDFRV;121;Secretaria Estadual de Seguranáa P£blica;W038F;R. TAMOIOS;;;1250;;27;PORT«O;;2;Port∆o;-254.657.494.605.724;-492.979.210.434.392;0;0;0;0;3314-6400;;dfrv@pc.pr.gov.br;;
5508;;21;SEGURANÄA;83;Pol°cia Civil;2;Delegacia;2;P£blico Estadual;DELEGACIA GERAL;DG;121;Secretaria Estadual de Seguranáa P£blica;C008;R. JOSê LOUREIRO;;;540;;1;CENTRO;K12;1;Matriz;-25.431.919.725.231;-492.672.758.754.887;0;0;0;0;3883-8370;;dg@pc.pr.gov.br;;
5509;;21;SEGURANÄA;117;Secretaria de Estado da Seguranáa P£blica;1;Unidade;2;P£blico Estadual;OUVIDORIA GERAL DA POL÷CIA;OUVIDORIA;121;Secretaria Estadual de Seguranáa P£blica;C008;R. JOSê LOUREIRO;;;376;;1;CENTRO;J13;1;Matriz;-254.324.540.612.277;-4.926.876.618.377;0;0;0;0;3224-6822;;;;
5510;;21;SEGURANÄA;83;Pol°cia Civil;2;Delegacia;2;P£blico Estadual;DELEGACIA DE DELITOS DE TR∂NSITO;DEDETRAN;121;Secretaria Estadual de Seguranáa P£blica;E514;R. PROFA. ANT‚NIA REGINATO VIANNA;;;1177;;20;CAP«O DA IMBÈIA;J18;4;Cajuru;-254.374.487.381.533;-492.044.782.453.154;0;0;0;0;3261-6630;;dedetran@pc.pr.gov.br;;
5513;;21;SEGURANÄA;83;Pol°cia Civil;2;Delegacia;2;P£blico Estadual;DELEGACIA PROTEÄ«O AO MEIO AMBIENTE;DPMA;121;Secretaria Estadual de Seguranáa P£blica;E116;AV. PREF. ERASTO GAERTNER;;;1261;;35;BACACHERI;G15;3;Boa Vista;-253.983.434.782.353;-492.358.264.361.376;0;0;0;0;3251-6200;;dpma@pc.pr.gov.br;;
5514;;21;SEGURANÄA;83;Pol°cia Civil;5;Outras Unidades;2;P£blico Estadual;SUBDIVIS«O DE TRANSPORTE E MANUTENÄ«O;STM;121;Secretaria Estadual de Seguranáa P£blica;S619;R. ISA÷AS RêGIS DE MIRANDA;;;939;;38;HAUER;O14;6;Boqueir∆o;-254.809.685.670.435;-492.527.589.031.515;0;0;0;0;3371-3450;;stmhauer@pc.pr.gov.br;;
5517;;21;SEGURANÄA;83;Pol°cia Civil;2;Delegacia;2;P£blico Estadual;DELEGACIA DE EXPLOSIVOS, ARMAS E MUNIÄÂES;DEAM;121;Secretaria Estadual de Seguranáa P£blica;C011H;R. DES. ERMELINO DE LE«O;;;513;;2;S«O FRANCISCO;;1;Matriz;-254.276.117.052.879;-492.769.641.858.238;0;0;0;0;3883-7131;;dpcdeam@pc.pr.gov.br;;
5518;;21;SEGURANÄA;83;Pol°cia Civil;5;Outras Unidades;2;P£blico Estadual;SERVIÄO DE INVESTIGAÄ«O DE CRIANÄAS DESAPARECIDAS;SICRIDE;121;Secretaria Estadual de Seguranáa P£blica;C008;R. JOSê LOUREIRO;;;376;;1;CENTRO;K12;1;Matriz;-254.325.232.216.019;-492.687.386.846.698;0;0;0;0;3270-3370;;nucria@pc.pr.gov.br;;
5519;;21;SEGURANÄA;83;Pol°cia Civil;2;Delegacia;2;P£blico Estadual;DELEGACIA DE ESTELIONATO E DESVIO DE CARGAS;DEDC;121;Secretaria Estadual de Seguranáa P£blica;E514;R. PROFA. ANT‚NIA REGINATO VIANNA;;;1177;;20;CAP«O DA IMBÈIA;K19;4;Cajuru;-254.374.676.537.852;-492.044.363.624.636;0;0;0;0;3261-6600;;dedc@pc.pr.gov.br;;
5520;;21;SEGURANÄA;83;Pol°cia Civil;2;Delegacia;2;P£blico Estadual;DELEGACIA DE CRIMES CONTRA A ECONOMIA E PROTEÄ«O AO CONSUMIDOR;DELCON;121;Secretaria Estadual de Seguranáa P£blica;C011H;R. DES. ERMELINO DE LE«O;;;513;;2;S«O FRANCISCO;;1;Matriz;-254.276.339.466.528;-492.770.219.190.038;0;0;0;0;3883-7100;;delcon@pc.pr.gov.br;;
5521;;21;SEGURANÄA;83;Pol°cia Civil;3;Unidade Especializada;2;P£blico Estadual;TµTICO INTEGRADO DE GRUPOS DE REPRESS«O ESPECIAIS;TIGRE;121;Secretaria Estadual de Seguranáa P£blica;W040F;R. TABAJARAS;;;1158;;27;PORT«O;;2;Port∆o;-2.546.477.491.515;-492.990.876.764.837;0;0;0;0;3270-1950;;tigre@pc.pr.gov.br;;
5522;;21;SEGURANÄA;83;Pol°cia Civil;3;Unidade Especializada;2;P£blico Estadual;CENTRO DE OPERAÄÂES POLICIAIS ESPECIAIS;COPE;121;Secretaria Estadual de Seguranáa P£blica;S605;R. CONDE DE S«O JO«O DAS DUAS BARRAS;;;1274;;56;BOQUEIR«O;;6;Boqueir∆o;-25.491.074.709.269;-492.584.934.020.512;0;0;0;0;3217-2900;;cope@pc.pr.gov.br;;
5525;;21;SEGURANÄA;83;Pol°cia Civil;3;Unidade Especializada;2;P£blico Estadual;POL÷CIA INTERESTADUAL;POLINTER;121;Secretaria Estadual de Seguranáa P£blica;S028;R. SANTO ANT‚NIO;;;231;;8;REBOUÄAS;L13;1;Matriz;-254.445.926.514.539;-492.637.510.721.279;0;0;0;0;3213-2752;;polinter@pc.pr.gov.br;;
5528;;21;SEGURANÄA;83;Pol°cia Civil;7;‡rg∆o;2;P£blico Estadual;INSTITUTO MêDICO LEGAL;IML;121;Secretaria Estadual de Seguranáa P£blica;C002;AV. VISC. DE GUARAPUAVA;;;2652;;1;CENTRO;;1;Matriz;-254.358.897.765.102;-492.675.252.826.971;0;0;0;0;3281-5500;;iccwbgab@sesp.pr.gov.br;;
5529;;21;SEGURANÄA;83;Pol°cia Civil;2;Delegacia;2;P£blico Estadual;DELEGACIA DE VIGIL∂NCIA E CAPTURAS;DVC;121;Secretaria Estadual de Seguranáa P£blica;C021;R. BR. DO RIO BRANCO;;;399;;1;CENTRO;K13;1;Matriz;-254.335.627.726.549;-492.674.306.932.096;0;0;0;0;3815-3004;;dvc@pc.pr.gov.br;;
5530;;21;SEGURANÄA;83;Pol°cia Civil;3;Unidade Especializada;2;P£blico Estadual;JUIZADO ESPECIAL CRIMINAL;JEC;121;Secretaria Estadual de Seguranáa P£blica;S005;AV. PRES. GETÈLIO VARGAS;;;2826;;9;AGUA VERDE;L11;2;Port∆o;-254.501.722.610.418;-492.864.358.624.186;0;0;0;0;3362-3488;;jec@pc.pr.gov.br;;
5531;;21;SEGURANÄA;83;Pol°cia Civil;3;Unidade Especializada;2;P£blico Estadual;NÈCLEO DE COMBATE AOS CIBER CRIMES;NUCIBER;121;Secretaria Estadual de Seguranáa P£blica;C008;R. JOSê LOUREIRO;;;376;;1;CENTRO;K12;1;Matriz;-254.325.003.451.394;-492.687.474.465.195;0;0;0;0;3321-1900;;cibercrimes@pc.pr.gov.br;;
5532;;21;SEGURANÄA;83;Pol°cia Civil;3;Unidade Especializada;2;P£blico Estadual;NÈCLEO DE PROTEÄ«O A CRIANÄA E AO ADOLESCENTE V÷TIMAS DE CRIMES;NUCRIA;121;Secretaria Estadual de Seguranáa P£blica;W020;R. HERMES FONTES;;;315;;10;BATEL;K11;1;Matriz;-254.432.747.375.067;-492.926.386.738.013;0;0;0;0;3270-3370;;nucria@pc.pr.gov.br;;
5533;;21;SEGURANÄA;83;Pol°cia Civil;3;Unidade Especializada;2;P£blico Estadual;NÈCLEO DE REPRESS«O AOS CRIMES CONTRA A SAÈDE;NUCRISA;121;Secretaria Estadual de Seguranáa P£blica;C008;R. JOSê LOUREIRO;;;540;;1;CENTRO;J13;1;Matriz;-254.319.937.272.659;-492.672.394.461.006;0;0;0;0;3883-8320;;nucrisa@pc.pr.gov.br;;
5534;;21;SEGURANÄA;83;Pol°cia Civil;3;Unidade Especializada;2;P£blico Estadual;NÈCLEO DE REPREENS«O A CRIMES ECON‚MICOS;NURCE;121;Secretaria Estadual de Seguranáa P£blica;C008;R. JOSê LOUREIRO;;;376;;1;CENTRO;J13;1;Matriz;-254.324.760.050.544;-49.268.758.719.773;0;0;0;0;3321-1960;;nurce@pc.pr.gov.br;;
5535;;21;SEGURANÄA;83;Pol°cia Civil;3;Unidade Especializada;2;P£blico Estadual;CENTRO DE TRIAGEM;CT;121;Secretaria Estadual de Seguranáa P£blica;C021;R. BR. DO RIO BRANCO;;;399;;1;CENTRO;J13;1;Matriz;-254.334.963.238.096;-492.672.429.986.844;0;0;0;0;3815-3000;;ct@pc.pr.gov.br;;
5536;;21;SEGURANÄA;83;Pol°cia Civil;4;Instituto de Identificaá∆o;2;P£blico Estadual;INSTITUTO DE IDENTIFICAÄ«O;II;121;Secretaria Estadual de Seguranáa P£blica;C008;R. JOSê LOUREIRO;;;540;;1;CENTRO;K12;1;Matriz;-254.320.626.261.363;-492.672.025.866.091;0;0;0;0;3883-8150;;iipr@pr.gov.br;;
5537;;21;SEGURANÄA;83;Pol°cia Civil;1;Distrito Policial;2;P£blico Estadual;1ß Distrito Policial;1ß DP;121;Secretaria Estadual de Seguranáa P£blica;C004;R. ANDRê DE BARROS;;;671;;1;CENTRO;K12;1;Matriz;-254.337.314.556.599;-492.665.752.121.258;0;0;0;0;3326-3400;;1distritocapital@pc.pr.gov.br;;
5538;;21;SEGURANÄA;83;Pol°cia Civil;1;Distrito Policial;2;P£blico Estadual;2ß Distrito Policial;2ß DP;121;Secretaria Estadual de Seguranáa P£blica;S013;R. BALTAZAR CARRASCO DOS REIS;;;2610;Transversal a Rua Brigadeiro Franco.;9;AGUA VERDE;;2;Port∆o;-254.510.090.776.394;-49.272.488.830.168;0;0;0;0;3332-0110;;2distritocapital@pc.pr.gov.br;;
5539;;21;SEGURANÄA;83;Pol°cia Civil;1;Distrito Policial;2;P£blico Estadual;3ß Distrito Policial;3ß DP;121;Secretaria Estadual de Seguranáa P£blica;N027A;R. SOLIMÂES;;;1640;Transversal a Rua Dos Capuchinhos.;31;VISTA ALEGRE;;5;Santa Felicidade;-254.166.539.562.801;-492.926.308.416.068;0;0;0;0;3561-1100;;3distritocapital@pc.pr.gov.br;;
5348;;4;PATRIM‚NIO HIST‡RICO EDIFICADO;27;Unidade de Interesse de Preservaá∆o;2;Arquitetura EclÇtica;11;Particular;AV. PREFEITO ERASTO GAERTNER - 1701;581;133;Instituto de Pesquisa e Planejamento Urbano de Curitiba;E116;AV. PREF. ERASTO GAERTNER;;;1701;;35;BACACHERI;F16;3;Boa Vista;-253.960.464.677.755;-492.321.756.628.236;0;0;0;0;;;;;
5349;;4;PATRIM‚NIO HIST‡RICO EDIFICADO;27;Unidade de Interesse de Preservaá∆o;2;Arquitetura EclÇtica;11;Particular;R. CELESTE SANTI - 44 (586);586;133;Instituto de Pesquisa e Planejamento Urbano de Curitiba;N049B;R. CELESTE SANTI;;;44;;14;AHU;G13;1;Matriz;-254.060.119.847.961;-492.675.478.126.104;0;0;0;0;;;;;
5350;;4;PATRIM‚NIO HIST‡RICO EDIFICADO;27;Unidade de Interesse de Preservaá∆o;2;Arquitetura EclÇtica;11;Particular;R. REINALDO HECKE;579;133;Instituto de Pesquisa e Planejamento Urbano de Curitiba;N357;R. REINALDO HECKE;;;87;;33;S«O LOURENÄO;D13;3;Boa Vista;-253.768.290.300.551;-492.631.877.603.607;0;0;0;0;;;;;
5351;;4;PATRIM‚NIO HIST‡RICO EDIFICADO;27;Unidade de Interesse de Preservaá∆o;2;Arquitetura EclÇtica;11;Particular;R. THEODORO MAKIOLKA - 638;585;133;Instituto de Pesquisa e Planejamento Urbano de Curitiba;N157;R. THEODORO MAKIOLKA;;;638;;53;SANTA C∂NDIDA;D17;3;Boa Vista;-253.712.413.476.014;-492.288.328.998.017;0;0;0;0;;;;;
1071;;6;ASSIST“NCIA SOCIAL;47;CRAS - Centro de Referància de Assistància Social;1;Unidade Social B†sica;3;P£blico Municipal;JARDIM GABINETO;Jardim Gabineto;115;Fundaá∆o de Aá∆o Social;N964;R. PE. JACINTO MIENSOPUST;;;313;Transversal a Rua Padre Estanislau Piasecki.;75;CIDADE INDUSTRIAL;;5;Santa Felicidade;-254.392.369.556.979;-493.602.136.656.254;1;1;0;0;3372-6190;;crasjardimgabineto@fas.curitiba.pr.gov.b;www.fas.curitiba.pr.gov.br/nucleoRegional.aspx?idf=27;
553;;8;CULTURA;118;Farol do Saber;2;Em Escola;3;P£blico Municipal;ROCHA POMBO;Rocha Pombo;120;Secretaria Municipal da Educaá∆o;W109;R. ITACOLOMI;;;700;Pr¢ximo a Escola Municipal Papa Jo∆o XXIII;27;PORT«O;P10;2;Port∆o;-254.792.346.046.198;-492.989.415.170.575;1;1;1;0;3347-1994;;fsrpombo@sme.curitiba.pr.gov.br;;
10256;;6;ASSIST“NCIA SOCIAL;100;Associaá∆o de Moradores;1;Unidade Social B†sica;11;Particular;VILA S«O PAULO;Vila S∆o Paulo;115;Fundaá∆o de Aá∆o Social;RS01;;;;6953;;37;UBERABA;;4;Cajuru;-254.875.533.768.884;-492.324.621.582;0;0;0;0;3328-2045;;aldenir_bombeiro@hotmail.com;;
5220;;1;ABASTECIMENTO ALIMENTAR;109;Hipermercado;1;Mercado;11;Particular;CONDOR SUPER CENTER - S°tio Cercado;Condor Supercenter;128;Associaá∆o Paranaense de Supermercados;S433;R. IZAAC FERREIRA DA CRUZ;;;3868;;65;S÷TIO CERCADO;V13;8;Bairro Novo;-255.343.377.276.964;-492.657.434.344.923;0;0;0;0;3378-6600;;gerencia-loja13@condor.com.br;;
10257;;6;ASSIST“NCIA SOCIAL;100;Associaá∆o de Moradores;1;Unidade Social B†sica;11;Particular;NOSSA SENHORA APARECIDA;Nossa Senhora Aparecida;115;Fundaá∆o de Aá∆o Social;;;;;73;;75;CIDADE INDUSTRIAL;;9;CIC;;;0;0;0;0;3239-4537;;;;
10268;;6;ASSIST“NCIA SOCIAL;100;Associaá∆o de Moradores;1;Unidade Social B†sica;11;Particular;TRABALHO COM HONESTIDADE;Trabalho com Honestidade;115;Fundaá∆o de Aá∆o Social;S895I;R. FELICIANO TOMELIN;;;75;;37;UBERABA;;4;Cajuru;-254.866.234.005.365;-49.198.776.705.397;0;0;0;0;9653-5926;;margemdireita_277@hotmail.com;;
10277;;6;ASSIST“NCIA SOCIAL;100;Associaá∆o de Moradores;1;Unidade Social B†sica;11;Particular;COMUNIDADE S«O JOSê/GANCHINHO;Comunidade S∆o JosÇ/Ganchinho;115;Fundaá∆o de Aá∆o Social;S489;R. ANT‚NIO CHUEDA;;;1;;73;UMBARµ;;8;Bairro Novo;;;0;0;0;0;3349-8840;;;;
5363;;1;ABASTECIMENTO ALIMENTAR;107;Supermercado;1;Mercado;11;Particular;CASA FIESTA - AV. IGUAÄÈ;Casa Fiesta;128;Associaá∆o Paranaense de Supermercados;S003;AV. IGUAÄÈ;;;3534;Entre as Ruas Lindolfo Pessoa e Leìncio Correia.;29;SEMINµRIO;;5;Santa Felicidade;-254.514.409.163.385;-492.948.283.086.976;0;0;0;0;(41) 3244-1849;;claudia@casa fista.com.br;;
5364;;1;ABASTECIMENTO ALIMENTAR;107;Supermercado;1;Mercado;11;Particular;CILLA II - Bairro Alto;Cilla;128;Associaá∆o Paranaense de Supermercados;E336;R. RIO XINGÈ;;;186;;36;BAIRRO ALTO;H19;3;Boa Vista;-254.063.593.132.298;-492.094.391.139.063;0;0;0;0;3367-6124;;mercacilla@uol.com.br;;
5365;;1;ABASTECIMENTO ALIMENTAR;107;Supermercado;1;Mercado;11;Particular;SUPER PREÄO;Super Preáo;128;Associaá∆o Paranaense de Supermercados;W836;R. EDUARDO SPRADA;;;5053;Transversal a Rua Jo∆o Dembinski.;75;CIDADE INDUSTRIAL;;9;CIC;-254.500.289.479.207;-493.518.732.561.637;0;0;0;0;3285-2226;3018-7276;superpreco@zoom.com.br;;
5366;;1;ABASTECIMENTO ALIMENTAR;107;Supermercado;1;Mercado;11;Particular;COMPANHIA DO ALIMENTO;Companhia do Alimento;128;Associaá∆o Paranaense de Supermercados;W101;R. JO«O BETTEGA;;;1874;;42;FAZENDINHA;;2;Port∆o;-254.779.667.578.035;-493.122.208.943.437;0;0;0;0;3072-0112;;gustavoschier@hotmail.com;;
10278;;6;ASSIST“NCIA SOCIAL;100;Associaá∆o de Moradores;1;Unidade Social B†sica;11;Particular;JARDIM ICARA÷;Jardim Icara°;115;Fundaá∆o de Aá∆o Social;;;;;;;;;;;;;;0;0;0;0;3364-3949;;;;
5372;;1;ABASTECIMENTO ALIMENTAR;107;Supermercado;1;Mercado;11;Particular;SUPER DIP - Hauer;Super Dip;173;;S614;R. ALCINO GUANABARA;;;430;;38;HAUER;P15;6;Boqueir∆o;-254.795.046.014.509;-492.446.738.139.932;0;0;0;0;3316-5431;;;;
5374;;1;ABASTECIMENTO ALIMENTAR;107;Supermercado;1;Mercado;11;Particular;DU LEO;Du Leo;128;Associaá∆o Paranaense de Supermercados;E145K;R. L÷VIO PETTERLE;;;196;;55;ATUBA;E18;3;Boa Vista;-253.855.675.534.444;-492.155.153.753.917;0;0;0;0;3257-1199;;aurimarw@superig.com.br;;3257- 1199
10292;;6;ASSIST“NCIA SOCIAL;100;Associaá∆o de Moradores;1;Unidade Social B†sica;11;Particular;CAMPO ALTO ASA BRANCA;Campo Alto Asa Branca;115;Fundaá∆o de Aá∆o Social;E289O;R. VALENTIM ANT‚NIO RIBEIRO;;;6;;55;ATUBA;;3;Boa Vista;;;0;0;0;0;3356-4159;;;;
10298;;6;ASSIST“NCIA SOCIAL;111;Clube de M∆es;1;Unidade Social B†sica;11;Particular;SANTA EFIG“NIA;SANTA EFIG“NIA;115;Fundaá∆o de Aá∆o Social;N229;R. PROF. GUILHERME BUTLER;;;700;;52;BARREIRINHA;;3;Boa Vista;;;0;0;0;0;3256-6846;;;;
